Time,tavolaRotante.posizioneAttuale,braccioSx.posizioneAttuale,braccioDx.posizioneAttuale,tavolaRotante.acceso,tavolaRotante.referenziato,tavolaRotante.inPos1,tavolaRotante.inPos2,braccioSx.asseAcceso,braccioSx.asseReferenziato,braccioSx.pinzaAperta,braccioSx.pinzaChiusa,braccioSx.inPosAlta,braccioSx.inPosBassa,braccioDx.asseAcceso,braccioDx.asseReferenziato,braccioDx.pinzaAperta,braccioDx.pinzaChiusa,braccioDx.inPosAlta,braccioDx.inPosBassa,start
2024-04-24T08:28:08.1611339Z,269.999,100,5,true,true,true,false,true,true,true,false,false,true,true,true,true,false,true,false,true
2024-04-24T08:28:09.1610086Z,269.999,6.207,5,true,true,true,false,true,true,true,false,false,false,true,true,true,false,true,false,true
2024-04-24T08:28:10.1609994Z,269.999,5,5,true,true,true,false,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:28:11.1610412Z,269.999,5,5,true,true,true,false,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:28:12.1610284Z,269.999,5,5,true,true,true,false,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:28:13.1611962Z,269.999,5,5,true,true,true,false,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:28:14.1610694Z,269.999,5,5,true,true,true,false,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:28:15.1610311Z,3.6990000000000003,5,5,true,true,false,false,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:28:16.1610358Z,90.087,5,5,true,true,false,true,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:28:17.1610314Z,89.999,5,5,true,true,false,true,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:28:18.1609822Z,89.999,5,5,true,true,false,true,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:28:19.1609975Z,89.999,5,5,true,true,false,true,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:28:20.1610505Z,89.999,5,5,true,true,false,true,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:28:21.1610522Z,89.999,5,98.792,true,true,false,true,true,true,true,false,true,false,true,true,true,false,false,false,true
2024-04-24T08:28:22.1610120Z,89.999,5,100,true,true,false,true,true,true,true,false,true,false,true,true,true,false,false,true,true
2024-04-24T08:28:23.1610445Z,89.999,5,100,true,true,false,true,true,true,true,false,true,false,true,true,true,false,false,true,true
2024-04-24T08:28:24.1609801Z,89.999,5,100,true,true,false,true,true,true,true,false,true,false,true,true,false,false,false,true,true
2024-04-24T08:28:25.1610218Z,89.999,5,100,true,true,false,true,true,true,true,false,true,false,true,true,false,true,false,true,true
2024-04-24T08:28:26.1610761Z,89.999,5,100,true,true,false,true,true,true,true,false,true,false,true,true,false,true,false,true,true
2024-04-24T08:28:27.1610250Z,89.999,5,100,true,true,false,true,true,true,true,false,true,false,true,true,false,true,false,true,true
2024-04-24T08:28:28.1609972Z,89.999,5,6.207,true,true,false,true,true,true,true,false,true,false,true,true,false,true,false,false,true
2024-04-24T08:28:29.1612348Z,89.999,5,5,true,true,false,true,true,true,true,false,true,false,true,true,false,true,true,false,true
2024-04-24T08:28:30.1611003Z,89.999,5,5,true,true,false,true,true,true,true,false,true,false,true,true,false,true,true,false,true
2024-04-24T08:28:31.1610887Z,89.999,5,5,true,true,false,true,true,true,true,false,true,false,true,true,false,true,true,false,true
2024-04-24T08:28:32.1612127Z,89.999,5,5,true,true,false,true,true,true,true,false,true,false,true,true,false,true,true,false,true
2024-04-24T08:28:33.1609944Z,89.999,5,5,true,true,false,true,true,true,true,false,true,false,true,true,false,true,true,false,true
2024-04-24T08:28:34.1610418Z,89.999,5,5,true,true,false,true,true,true,true,false,true,false,true,true,false,true,true,false,true
2024-04-24T08:28:35.1610358Z,89.999,5,5,true,true,false,true,true,true,true,false,true,false,true,true,false,true,true,false,true
2024-04-24T08:28:36.1610556Z,89.999,5,98.792,true,true,false,true,true,true,true,false,true,false,true,true,false,true,false,false,true
2024-04-24T08:28:37.1610844Z,89.999,5,100,true,true,false,true,true,true,true,false,true,false,true,true,false,true,false,true,true
2024-04-24T08:28:38.1609095Z,89.999,5,100,true,true,false,true,true,true,true,false,true,false,true,true,false,true,false,true,true
2024-04-24T08:28:39.1612275Z,89.999,5,100,true,true,false,true,true,true,true,false,true,false,true,true,false,false,false,true,true
2024-04-24T08:28:40.1609850Z,89.999,5,100,true,true,false,true,true,true,true,false,true,false,true,true,true,false,false,true,true
2024-04-24T08:28:41.1609455Z,89.999,5,100,true,true,false,true,true,true,true,false,true,false,true,true,true,false,false,true,true
2024-04-24T08:28:42.1611293Z,89.999,5,100,true,true,false,true,true,true,true,false,true,false,true,true,true,false,false,true,true
2024-04-24T08:28:43.1609926Z,89.999,5,6.207,true,true,false,true,true,true,true,false,true,false,true,true,true,false,false,false,true
2024-04-24T08:28:44.1609801Z,89.999,5,5,true,true,false,true,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:28:45.1612425Z,89.999,5,5,true,true,false,true,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:28:46.1610672Z,89.999,5,5,true,true,false,true,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:28:47.1612400Z,89.999,5,5,true,true,false,true,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:28:48.1609719Z,89.999,5,5,true,true,false,true,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:28:49.1609863Z,89.999,5,5,true,true,false,true,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:28:50.1609986Z,89.999,5,5,true,true,false,true,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:28:51.1611181Z,89.999,5,5,true,true,false,true,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:28:52.1613112Z,89.999,5,5,true,true,false,true,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:28:53.1611723Z,183.699,5,5,true,true,false,false,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:28:54.1609745Z,270.087,5,5,true,true,true,false,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:28:55.1610544Z,270,5,5,true,true,true,false,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:28:56.1610251Z,270,5,5,true,true,true,false,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:28:57.1609163Z,270,5,5,true,true,true,false,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:28:58.1609741Z,270,5,5,true,true,true,false,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:28:59.1609609Z,270,98.792,5,true,true,true,false,true,true,true,false,false,false,true,true,true,false,true,false,true
2024-04-24T08:29:00.1610198Z,270,100,5,true,true,true,false,true,true,true,false,false,true,true,true,true,false,true,false,true
2024-04-24T08:29:01.1610031Z,270,100,5,true,true,true,false,true,true,true,false,false,true,true,true,true,false,true,false,true
2024-04-24T08:29:02.1611359Z,270,100,5,true,true,true,false,true,true,false,false,false,true,true,true,true,false,true,false,true
2024-04-24T08:29:03.1609842Z,270,100,5,true,true,true,false,true,true,false,true,false,true,true,true,true,false,true,false,true
2024-04-24T08:29:04.1609933Z,270,100,5,true,true,true,false,true,true,false,true,false,true,true,true,true,false,true,false,true
2024-04-24T08:29:05.1610015Z,270,100,5,true,true,true,false,true,true,false,true,false,true,true,true,true,false,true,false,true
2024-04-24T08:29:06.1610637Z,270,6.207,5,true,true,true,false,true,true,false,true,false,false,true,true,true,false,true,false,true
2024-04-24T08:29:07.1609739Z,270,5,5,true,true,true,false,true,true,false,true,true,false,true,true,true,false,true,false,true
2024-04-24T08:29:08.1610564Z,270,5,5,true,true,true,false,true,true,false,true,true,false,true,true,true,false,true,false,true
2024-04-24T08:29:09.1609977Z,270,5,5,true,true,true,false,true,true,false,true,true,false,true,true,true,false,true,false,true
2024-04-24T08:29:10.1611356Z,270,5,5,true,true,true,false,true,true,false,true,true,false,true,true,true,false,true,false,true
2024-04-24T08:29:11.1611771Z,270,5,5,true,true,true,false,true,true,false,true,true,false,true,true,true,false,true,false,true
2024-04-24T08:29:12.1609522Z,270,5,5,true,true,true,false,true,true,false,true,true,false,true,true,true,false,true,false,true
2024-04-24T08:29:13.1612229Z,270,5,5,true,true,true,false,true,true,false,true,true,false,true,true,true,false,true,false,true
2024-04-24T08:29:14.1609596Z,270,98.792,5,true,true,true,false,true,true,false,true,false,false,true,true,true,false,true,false,true
2024-04-24T08:29:15.1611640Z,270,100,5,true,true,true,false,true,true,false,true,false,true,true,true,true,false,true,false,true
2024-04-24T08:29:16.1610731Z,270,100,5,true,true,true,false,true,true,false,true,false,true,true,true,true,false,true,false,true
2024-04-24T08:29:17.1610384Z,270,100,5,true,true,true,false,true,true,false,false,false,true,true,true,true,false,true,false,true
2024-04-24T08:29:18.1609546Z,270,100,5,true,true,true,false,true,true,true,false,false,true,true,true,true,false,true,false,true
2024-04-24T08:29:19.1611260Z,270,100,5,true,true,true,false,true,true,true,false,false,true,true,true,true,false,true,false,true
2024-04-24T08:29:20.1609727Z,270,100,5,true,true,true,false,true,true,true,false,false,true,true,true,true,false,true,false,true
2024-04-24T08:29:21.1610674Z,270,6.207,5,true,true,true,false,true,true,true,false,false,false,true,true,true,false,true,false,true
2024-04-24T08:29:22.1611611Z,270,5,5,true,true,true,false,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:29:23.1610221Z,270,5,5,true,true,true,false,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:29:24.1610723Z,270,5,5,true,true,true,false,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:29:25.1610885Z,270,5,5,true,true,true,false,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:29:26.1609787Z,270,5,5,true,true,true,false,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:29:27.1611304Z,3.6990000000000003,5,5,true,true,false,false,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:29:28.1609981Z,90.087,5,5,true,true,false,true,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:29:29.1609640Z,90,5,5,true,true,false,true,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:29:30.1610246Z,90,5,5,true,true,false,true,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:29:31.1609186Z,90,5,5,true,true,false,true,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:29:32.1609681Z,90,5,5,true,true,false,true,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:29:33.1610008Z,90,5,98.792,true,true,false,true,true,true,true,false,true,false,true,true,true,false,false,false,true
2024-04-24T08:29:34.1609715Z,90,5,100,true,true,false,true,true,true,true,false,true,false,true,true,true,false,false,true,true
2024-04-24T08:29:35.1609425Z,90,5,100,true,true,false,true,true,true,true,false,true,false,true,true,true,false,false,true,true
2024-04-24T08:29:36.1609634Z,90,5,100,true,true,false,true,true,true,true,false,true,false,true,true,false,false,false,true,true
2024-04-24T08:29:37.1609869Z,90,5,100,true,true,false,true,true,true,true,false,true,false,true,true,false,true,false,true,true
2024-04-24T08:29:38.1612225Z,90,5,100,true,true,false,true,true,true,true,false,true,false,true,true,false,true,false,true,true
2024-04-24T08:29:39.1610991Z,90,5,100,true,true,false,true,true,true,true,false,true,false,true,true,false,true,false,true,true
2024-04-24T08:29:40.1610985Z,90,5,6.207,true,true,false,true,true,true,true,false,true,false,true,true,false,true,false,false,true
2024-04-24T08:29:41.1609690Z,90,5,5,true,true,false,true,true,true,true,false,true,false,true,true,false,true,true,false,true
2024-04-24T08:29:42.1609905Z,90,5,5,true,true,false,true,true,true,true,false,true,false,true,true,false,true,true,false,true
2024-04-24T08:29:43.1611538Z,90,5,5,true,true,false,true,true,true,true,false,true,false,true,true,false,true,true,false,true
2024-04-24T08:29:44.1610573Z,90,5,5,true,true,false,true,true,true,true,false,true,false,true,true,false,true,true,false,true
2024-04-24T08:29:45.1609611Z,90,5,5,true,true,false,true,true,true,true,false,true,false,true,true,false,true,true,false,true
2024-04-24T08:29:46.1611367Z,90,5,5,true,true,false,true,true,true,true,false,true,false,true,true,false,true,true,false,true
2024-04-24T08:29:47.1610662Z,90,5,5,true,true,false,true,true,true,true,false,true,false,true,true,false,true,true,false,true
2024-04-24T08:29:48.1610046Z,90,5,98.792,true,true,false,true,true,true,true,false,true,false,true,true,false,true,false,false,true
2024-04-24T08:29:49.1610637Z,90,5,100,true,true,false,true,true,true,true,false,true,false,true,true,false,true,false,true,true
2024-04-24T08:29:50.1609816Z,90,5,100,true,true,false,true,true,true,true,false,true,false,true,true,false,true,false,true,true
2024-04-24T08:29:51.1609851Z,90,5,100,true,true,false,true,true,true,true,false,true,false,true,true,false,false,false,true,true
2024-04-24T08:29:52.1609721Z,90,5,100,true,true,false,true,true,true,true,false,true,false,true,true,true,false,false,true,true
2024-04-24T08:29:53.1609150Z,90,5,100,true,true,false,true,true,true,true,false,true,false,true,true,true,false,false,true,true
2024-04-24T08:29:54.1609324Z,90,5,100,true,true,false,true,true,true,true,false,true,false,true,true,true,false,false,true,true
2024-04-24T08:29:55.1609108Z,90,5,6.207,true,true,false,true,true,true,true,false,true,false,true,true,true,false,false,false,true
2024-04-24T08:29:56.1608937Z,90,5,5,true,true,false,true,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:29:57.1610233Z,90,5,5,true,true,false,true,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:29:58.1609964Z,90,5,5,true,true,false,true,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:29:59.1609523Z,90,5,5,true,true,false,true,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:30:00.1609421Z,90,5,5,true,true,false,true,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:30:01.1609689Z,90,5,5,true,true,false,true,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:30:02.1609601Z,90,5,5,true,true,false,true,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:30:03.1608023Z,90,5,5,true,true,false,true,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:30:04.1610104Z,90,5,5,true,true,false,true,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:30:05.1609378Z,183.699,5,5,true,true,false,false,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:30:06.1609164Z,270.087,5,5,true,true,true,false,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:30:07.1609521Z,269.999,5,5,true,true,true,false,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:30:08.1610037Z,269.999,5,5,true,true,true,false,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:30:09.1611600Z,269.999,5,5,true,true,true,false,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:30:10.1609587Z,269.999,5,5,true,true,true,false,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:30:11.1609562Z,269.999,98.792,5,true,true,true,false,true,true,true,false,false,false,true,true,true,false,true,false,true
2024-04-24T08:30:12.1609543Z,269.999,100,5,true,true,true,false,true,true,true,false,false,true,true,true,true,false,true,false,true
2024-04-24T08:30:13.1609441Z,269.999,100,5,true,true,true,false,true,true,true,false,false,true,true,true,true,false,true,false,true
2024-04-24T08:30:14.1610055Z,269.999,100,5,true,true,true,false,true,true,false,false,false,true,true,true,true,false,true,false,true
2024-04-24T08:30:15.1611786Z,269.999,100,5,true,true,true,false,true,true,false,true,false,true,true,true,true,false,true,false,true
2024-04-24T08:30:16.1609951Z,269.999,100,5,true,true,true,false,true,true,false,true,false,true,true,true,true,false,true,false,true
2024-04-24T08:30:17.1609399Z,269.999,100,5,true,true,true,false,true,true,false,true,false,true,true,true,true,false,true,false,true
2024-04-24T08:30:18.1608260Z,269.999,6.207,5,true,true,true,false,true,true,false,true,false,false,true,true,true,false,true,false,true
2024-04-24T08:30:19.1610140Z,269.999,5,5,true,true,true,false,true,true,false,true,true,false,true,true,true,false,true,false,true
2024-04-24T08:30:20.1609990Z,269.999,5,5,true,true,true,false,true,true,false,true,true,false,true,true,true,false,true,false,true
2024-04-24T08:30:21.1608644Z,269.999,5,5,true,true,true,false,true,true,false,true,true,false,true,true,true,false,true,false,true
2024-04-24T08:30:22.1609683Z,269.999,5,5,true,true,true,false,true,true,false,true,true,false,true,true,true,false,true,false,true
2024-04-24T08:30:23.1610770Z,269.999,5,5,true,true,true,false,true,true,false,true,true,false,true,true,true,false,true,false,true
2024-04-24T08:30:24.1609324Z,269.999,5,5,true,true,true,false,true,true,false,true,true,false,true,true,true,false,true,false,true
2024-04-24T08:30:25.1610101Z,269.999,5,5,true,true,true,false,true,true,false,true,true,false,true,true,true,false,true,false,true
2024-04-24T08:30:26.1609810Z,269.999,98.792,5,true,true,true,false,true,true,false,true,false,false,true,true,true,false,true,false,true
2024-04-24T08:30:27.1612158Z,269.999,100,5,true,true,true,false,true,true,false,true,false,true,true,true,true,false,true,false,true
2024-04-24T08:30:28.1609322Z,269.999,100,5,true,true,true,false,true,true,false,true,false,true,true,true,true,false,true,false,true
2024-04-24T08:30:29.1609878Z,269.999,100,5,true,true,true,false,true,true,false,false,false,true,true,true,true,false,true,false,true
2024-04-24T08:30:30.1610867Z,269.999,100,5,true,true,true,false,true,true,true,false,false,true,true,true,true,false,true,false,true
2024-04-24T08:30:31.1608042Z,269.999,100,5,true,true,true,false,true,true,true,false,false,true,true,true,true,false,true,false,true
2024-04-24T08:30:32.1610707Z,269.999,100,5,true,true,true,false,true,true,true,false,false,true,true,true,true,false,true,false,true
2024-04-24T08:30:33.1611667Z,269.999,6.207,5,true,true,true,false,true,true,true,false,false,false,true,true,true,false,true,false,true
2024-04-24T08:30:34.1609938Z,269.999,5,5,true,true,true,false,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:30:35.1611688Z,269.999,5,5,true,true,true,false,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:30:36.1609231Z,269.999,5,5,true,true,true,false,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:30:37.1610226Z,269.999,5,5,true,true,true,false,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:30:38.1609426Z,269.999,5,5,true,true,true,false,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:30:39.1608571Z,3.6990000000000003,5,5,true,true,false,false,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:30:40.1609367Z,90.087,5,5,true,true,false,true,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:30:41.1609562Z,89.999,5,5,true,true,false,true,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:30:42.1609305Z,89.999,5,5,true,true,false,true,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:30:43.1609795Z,89.999,5,5,true,true,false,true,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:30:44.1609190Z,89.999,5,5,true,true,false,true,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:30:45.1609816Z,89.999,5,98.792,true,true,false,true,true,true,true,false,true,false,true,true,true,false,false,false,true
2024-04-24T08:30:46.1609452Z,89.999,5,100,true,true,false,true,true,true,true,false,true,false,true,true,true,false,false,true,true
2024-04-24T08:30:47.1609435Z,89.999,5,100,true,true,false,true,true,true,true,false,true,false,true,true,true,false,false,true,true
2024-04-24T08:30:48.1608418Z,89.999,5,100,true,true,false,true,true,true,true,false,true,false,true,true,false,false,false,true,true
2024-04-24T08:30:49.1609249Z,89.999,5,100,true,true,false,true,true,true,true,false,true,false,true,true,false,true,false,true,true
2024-04-24T08:30:50.1609612Z,89.999,5,100,true,true,false,true,true,true,true,false,true,false,true,true,false,true,false,true,true
2024-04-24T08:30:51.1610553Z,89.999,5,100,true,true,false,true,true,true,true,false,true,false,true,true,false,true,false,true,true
2024-04-24T08:30:52.1609165Z,89.999,5,6.207,true,true,false,true,true,true,true,false,true,false,true,true,false,true,false,false,true
2024-04-24T08:30:53.1609677Z,89.999,5,5,true,true,false,true,true,true,true,false,true,false,true,true,false,true,true,false,true
2024-04-24T08:30:54.1610966Z,89.999,5,5,true,true,false,true,true,true,true,false,true,false,true,true,false,true,true,false,true
2024-04-24T08:30:55.1610269Z,89.999,5,5,true,true,false,true,true,true,true,false,true,false,true,true,false,true,true,false,true
2024-04-24T08:30:56.1611382Z,89.999,5,5,true,true,false,true,true,true,true,false,true,false,true,true,false,true,true,false,true
2024-04-24T08:30:57.1608809Z,89.999,5,5,true,true,false,true,true,true,true,false,true,false,true,true,false,true,true,false,true
2024-04-24T08:30:58.1610488Z,89.999,5,5,true,true,false,true,true,true,true,false,true,false,true,true,false,true,true,false,true
2024-04-24T08:30:59.1609686Z,89.999,5,5,true,true,false,true,true,true,true,false,true,false,true,true,false,true,true,false,true
2024-04-24T08:31:00.1609406Z,89.999,5,98.792,true,true,false,true,true,true,true,false,true,false,true,true,false,true,false,false,true
2024-04-24T08:31:01.1609480Z,89.999,5,100,true,true,false,true,true,true,true,false,true,false,true,true,false,true,false,true,true
2024-04-24T08:31:02.1610977Z,89.999,5,100,true,true,false,true,true,true,true,false,true,false,true,true,false,true,false,true,true
2024-04-24T08:31:03.1611610Z,89.999,5,100,true,true,false,true,true,true,true,false,true,false,true,true,false,false,false,true,true
2024-04-24T08:31:04.1610206Z,89.999,5,100,true,true,false,true,true,true,true,false,true,false,true,true,true,false,false,true,true
2024-04-24T08:31:05.1610120Z,89.999,5,100,true,true,false,true,true,true,true,false,true,false,true,true,true,false,false,true,true
2024-04-24T08:31:06.1608557Z,89.999,5,100,true,true,false,true,true,true,true,false,true,false,true,true,true,false,false,true,true
2024-04-24T08:31:07.1612631Z,89.999,5,6.207,true,true,false,true,true,true,true,false,true,false,true,true,true,false,false,false,true
2024-04-24T08:31:08.1612376Z,89.999,5,5,true,true,false,true,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:31:09.1610303Z,89.999,5,5,true,true,false,true,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:31:10.1610167Z,89.999,5,5,true,true,false,true,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:31:11.1611190Z,89.999,5,5,true,true,false,true,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:31:12.1610145Z,89.999,5,5,true,true,false,true,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:31:13.1610534Z,89.999,5,5,true,true,false,true,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:31:14.1612411Z,89.999,5,5,true,true,false,true,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:31:15.1607920Z,89.999,5,5,true,true,false,true,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:31:16.1612152Z,89.999,5,5,true,true,false,true,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:31:17.1610278Z,183.699,5,5,true,true,false,false,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:31:18.1611297Z,270.087,5,5,true,true,true,false,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:31:19.1610139Z,270,5,5,true,true,true,false,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:31:20.1610600Z,270,5,5,true,true,true,false,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:31:21.1609075Z,270,5,5,true,true,true,false,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:31:22.1609748Z,270,5,5,true,true,true,false,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:31:23.1608861Z,270,98.792,5,true,true,true,false,true,true,true,false,false,false,true,true,true,false,true,false,true
2024-04-24T08:31:24.1609762Z,270,100,5,true,true,true,false,true,true,true,false,false,true,true,true,true,false,true,false,true
2024-04-24T08:31:25.1608750Z,270,100,5,true,true,true,false,true,true,true,false,false,true,true,true,true,false,true,false,true
2024-04-24T08:31:26.1612025Z,270,100,5,true,true,true,false,true,true,false,false,false,true,true,true,true,false,true,false,true
2024-04-24T08:31:27.1610780Z,270,100,5,true,true,true,false,true,true,false,true,false,true,true,true,true,false,true,false,true
2024-04-24T08:31:28.1611029Z,270,100,5,true,true,true,false,true,true,false,true,false,true,true,true,true,false,true,false,true
2024-04-24T08:31:29.1609645Z,270,100,5,true,true,true,false,true,true,false,true,false,true,true,true,true,false,true,false,true
2024-04-24T08:31:30.1609058Z,270,6.207,5,true,true,true,false,true,true,false,true,false,false,true,true,true,false,true,false,true
2024-04-24T08:31:31.1609312Z,270,5,5,true,true,true,false,true,true,false,true,true,false,true,true,true,false,true,false,true
2024-04-24T08:31:32.1610890Z,270,5,5,true,true,true,false,true,true,false,true,true,false,true,true,true,false,true,false,true
2024-04-24T08:31:33.1609530Z,270,5,5,true,true,true,false,true,true,false,true,true,false,true,true,true,false,true,false,true
2024-04-24T08:31:34.1609758Z,270,5,5,true,true,true,false,true,true,false,true,true,false,true,true,true,false,true,false,true
2024-04-24T08:31:35.1608852Z,270,5,5,true,true,true,false,true,true,false,true,true,false,true,true,true,false,true,false,true
2024-04-24T08:31:36.1609189Z,270,5,5,true,true,true,false,true,true,false,true,true,false,true,true,true,false,true,false,true
2024-04-24T08:31:37.1609299Z,270,5,5,true,true,true,false,true,true,false,true,true,false,true,true,true,false,true,false,true
2024-04-24T08:31:38.1608487Z,270,98.792,5,true,true,true,false,true,true,false,true,false,false,true,true,true,false,true,false,true
2024-04-24T08:31:39.1609040Z,270,100,5,true,true,true,false,true,true,false,true,false,true,true,true,true,false,true,false,true
2024-04-24T08:31:40.1609254Z,270,100,5,true,true,true,false,true,true,false,true,false,true,true,true,true,false,true,false,true
2024-04-24T08:31:41.1609242Z,270,100,5,true,true,true,false,true,true,false,false,false,true,true,true,true,false,true,false,true
2024-04-24T08:31:42.1609093Z,270,100,5,true,true,true,false,true,true,true,false,false,true,true,true,true,false,true,false,true
2024-04-24T08:31:43.1609578Z,270,100,5,true,true,true,false,true,true,true,false,false,true,true,true,true,false,true,false,true
2024-04-24T08:31:44.1612501Z,270,100,5,true,true,true,false,true,true,true,false,false,true,true,true,true,false,true,false,true
2024-04-24T08:31:45.1609187Z,270,6.207,5,true,true,true,false,true,true,true,false,false,false,true,true,true,false,true,false,true
2024-04-24T08:31:46.1610848Z,270,5,5,true,true,true,false,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:31:47.1609425Z,270,5,5,true,true,true,false,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:31:48.1609406Z,270,5,5,true,true,true,false,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:31:49.1609232Z,270,5,5,true,true,true,false,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:31:50.1609620Z,270,5,5,true,true,true,false,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:31:51.1607850Z,3.6990000000000003,5,5,true,true,false,false,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:31:52.1609514Z,90.087,5,5,true,true,false,true,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:31:53.1609641Z,90,5,5,true,true,false,true,true,true,true,false,true,false,true,true,true,false,true,false,true
2024-04-24T08:31:54.1612451Z,90,5,5,true,true,false,true,true,true,true,false,true,false,true,true,true,false,true,false,true
